measles,german_measles
detriment,expense
street,two-way_street
premix,self-raising_flour
inanimateness,insentience
balance,juggle
landing_gear,landing_skid
military_leader,warlord
iranian_language,scythian
spirit,ecstasy
bitterness,acridness
presidency,chief_executive
certainty,certitude
chocolate_cake,devil's_food
hexahedron,rhombohedron
intro,reintroduction
electric_bell,telephone_bell
compound_lens,achromatic_lens
job_action,work_to_rule
blackness,jet_black
tactfulness,savoir-faire
auscultation,succussion
slipper_plant,jew_bush
smoothness,powderiness
complement_fixation_test,wasserman_reaction
intangible_asset,goodwill
barrier,curtain
exploration,probe
hypersomnia,narcolepsy
ribbonfish,dealfish
silurid_fish,malopterurus_electricus
wild,frontier
ready-mix,lemonade_mix
jet_engine,athodyd
cultural_anthropologist,ritualist
giving,alms-giving
medical_procedure,dental_procedure
toothache,aerodontalgia
anglo-saxon_deity,wyrd
color-blind_person,monochromat
everydayness,usualness
nervous_breakdown,neurasthenia
item,trading_stamp
pronunciation,received_pronunciation
bishop,vicar_apostolic
patrol,harbor_patrol
gratitude,gratefulness
robe,vestment
snail,whelk
water_nymph,naiad
ecuadoran_monetary_unit,sucre
cuculiform_bird,turacou
lethality,fatality
south_korean_monetary_unit,chon
au_pair,au_pair_girl
parenchyma,chlorenchyma
legal_code,u._s._code
minor_fast_day,fast_of_tammuz
catbird,great_bowerbird
prism_spectroscope,spectrograph
hyaena,proteles_cristata
sorter,mailsorter
compassion,tenderheartedness
dasyurid,banded_anteater
interoception,proprioception
speed,terminal_velocity
submersible,minisubmarine
myeloma,multiple_myeloma
cretan,minoan
stratification,foliation
cognitive_factor,difficulty
steeplechase,grand_national
covering_material,puddle
parallelogram,rhomboid
valley,rift_valley
mollymawk,black-footed_albatross
legal_fee,refresher
leg_bone,shin
leotards,pantyhose
chronology,glottochronology
female_body,adult_female_body
impotence,erectile_dysfunction
tally,run_batted_in
volume,fortissimo
lysergic_acid_diethylamide,battery-acid
alliaceous_plant,three-cornered_leek
ethnic_group,nubian
stephanotis,stephanotis_floribunda
standard_temperature,stp
fossil,wormcast
cam,distributor_cam
brake,skid
spice,star_anise
sympathy_card,spiritual_bouquet
headmaster,housemaster
summer_squash,spaghetti_squash
varnish,fixative
currency,hard_currency
moralist,utilitarian
postmaster,postmistress
mendel's_law,law_of_independent_assortment
waffle,belgian_waffle
instep,fallen_arch
bison,wisent
altaic,tungusic
plume_grass,wool_grass
egret,bubulcus_ibis
possibility,possible
incorrectness,political_incorrectness
variety,cultivar
nicaraguan_monetary_unit,cordoba
puncture,scarify
criminology,poenology
high_water,springtide
sausage,souse
canoe,outrigger_canoe
animal_product,fish_glue
derivative,futures_contract
mildew,powdery_mildew
freight_train,liner_train
cardinal_vein,common_cardinal_vein
quoratean,karok
neck,v_neck
dislike,resent
genomics,structural_genomics
coal_gas,town_gas
jubilee,silver_jubilee
pagan,wiccan
organic_compound,xanthine
vinifera_grape,thompson_seedless
requiem_shark,soupfin_shark
monopoly,corner
narcotic_antagonist,naltrexone
weapons_emplacement,pillbox
amulet,greegree
widgeon,baldpate
pea_crab,pinnotheres_ostreum
spiny_puffer,burrfish
lime,key_lime
berber,tuareg
colloquium,research_colloquium
glaucoma,chronic_glaucoma
broadcaster,telecaster
nuisance,common_nuisance
narcissus,narcissus_jonquilla
cytopenia,pancytopenia
ally,misally
protoctist_order,order_charales
commonness,solidarity
globe_lily,calochortus_amoenus
distorted_shape,warp
cutting,gash
voice,passive_voice
himalayish,newari
white_wine,yquem
clitoral_vein,venae_dorsales_clitoridis_superficiales
pikeblenny,bluethroat_pikeblenny
franc,guinean_franc
ram,rammer
saltwater_fish,red_rockfish
sextant,astrolabe
eagle,sea_eagle
ceiling,service_ceiling
pasteboard,millboard
pheresis,plateletpheresis
gametoecium,androecium
soup,vichyssoise
managed_economy,communist_economy
gyromitra,gyromitra_gigas
nondepository_financial_institution,pension_fund
fruiting_body,aecium
arthrography,venography
micturition,piss
american_plan,modified_american_plan
shortness,briefness
news_program,television_news
socialism,utopian_socialism
skin_tumor,keratoacanthoma
anatomist,osteologer
ergot,rye_ergot
copal,anime
scorn,sneer
electronic_deception,imitative_electronic_deception
scarf,tudung
religious_school,seminary
steamer,tramp_steamer
coelenterate_genus,fungia
conversion_hysteria,glove_anesthesia
senior,doyenne
logical_relation,logical_implication
undercover_operation,buy-and-bust_operation
great_hall,apadana
bog,morass
sloughing,ecdysis
brokerage,commodity_brokerage
meaningfulness,sense_of_purpose
outpouring,leak
biographer,hagiographer
spreading,decentralisation
counterwoman,soda_jerk
corydalis,corydalis_solida
schedule,reschedule
perineotomy,episiotomy
stretcher,gurney
crew,merchant_marine
aquatics,water-skiing
organic_fertilizer,guano
boardinghouse,bed-and-breakfast
dump,core_dump
bramble_bush,rubus_saxatilis
clumsy_person,duffer
mordant,sodium_bichromate
sea_eagle,haliaeetus_leucorhyphus
chemical_agent,desiccant
enterprise,collective
white_oak,pedunculate_oak
dressage,piaffe
daiquiri,nada_daiquiri
draper,linendraper
myotonia,myotonia_congenita
mental_energy,incitation
edifice,telco_building
unhealthfulness,insalubrity
american,mesoamerican
saturniid,tussur
ambulance,funny_wagon
investigator,ombudsman
caryophylloid_dicot_family,purslane_family
saltbush,atriplex_lentiformis
formation,reticulation
liking,mysophilia
ship,reship
sliding_door,barn_door
carline_thistle,common_carline_thistle
metric_space,hilbert_space
prussian,junker
bearberry,arctostaphylos_alpina
news,stop_press
mennonite,amish
tenant,tenant_farmer
headquarters,allied_command_atlantic
hypersensitivity_reaction,anaphylaxis
pool,billabong
embolism,pulmonary_embolism
sneezeweed,helenium_puberulum
underpart,belly
beam,traverse
unsociableness,introversion
killer,regicide
correctional_institution,detention_house
sabbatical_leave,sabbatical_year
murk,fug
receipt,pawn_ticket
beguiler,heartbreaker
municipality,townspeople
direction_finder,radio_compass
dumpling,apple_dumpling
mucopolysaccharidosis,gargoylism
metallurgy,powder_metallurgy
cuckold,wittol
connecting_rod,piston_rod
glandular_plague,black_plague
joint_venture,foreign_direct_investment
british_monetary_unit,british_shilling
swimmer,skinny-dipper
secret_society,rashtriya_swayamsevak_sangh
permissiveness,overtolerance
interrogation,yes-no_question
neuroscientist,neurolinguist
unilateral_descent,agnation
distribution,revenue_sharing
spike,gaff
whiptail_lizard,checkered_whiptail
eligibility,marriageability
sexual_perversion,anal_sex
camp,prison_farm
knitting_stitch,stockinette_stitch
clef,tenor_clef
compromise_verdict,quotient_verdict
radioactivity_unit,rad
sacrifice,immolate
tuber,yam
polyphosphoric_acid,pyrophosphoric_acid
chemical_substance,phytochemical
volumetric_analysis,titration
conflict,clash
viper,sand_viper
suite,livingroom_set
dinosaur,seismosaur
sloop,raceabout
grainy_club,soldier_grainy_club
poorhouse,workhouse
computer_network,world_wide_web
hackberry,celtis_laevigata
catch,catch_cold
grain,woodgraining
heath,purple_heather
ophthalmia,ophthalmia_neonatorum
admiration,awe
mustard,field_mustard
long-horned_grasshopper,jerusalem_cricket
sound_reproduction,playback
bridge,auction_bridge
silver_nitrate,lunar_caustic
choke,automatic_choke
notebook,playbook
machine_gun,spandau
square_knot,flat_knot
given_name,praenomen
ghanian_monetary_unit,pesewa
spraying,spray_painting
shiism,ismailism
porch,stoop
moral_principle,categorical_imperative
conference,teleconferencing
military_installation,silo
carbon_steel,hypo-eutectoid_steel
nitta_tree,parkia_javanica
metalware,tole
wheat_flour,whole_wheat_flour
gift,gift_horse
kingfisher,dacelo_gigas
frightfulness,luridness
opportunity_cost,carrying_charge
bale,hay_bale
psychonomics,psychophysics
fern_family,thelypteridaceae
elderberry_bush,red-berried_elder
tree_creeper,wall_creeper
synovitis,tenosynovitis
astringent,alum
developmental_learning,assimilation
statistical_method,least_squares
end_organ,osmoreceptor
seal,crabeater_seal
discretion,prudence
mast,mizenmast
power_tool,stamping_machine
natural_virtue,prudence
chen_caerulescens,snow_goose
check,staunch
hominoid,algeripithecus_minutus
middle_cerebral_vein,superficial_middle_cerebral_vein
first-class_honours_degree,double_first
checkerboard,chessboard
warbler,whitethroat
crimp,kiss_curl
mosquito,culex_fatigans
small_farmer,crofter
turnip_plant,swede
weld,buttweld
acid_dye,metallized_dye
amorpha,false_indigo
induced_abortion,suction_curettage
mug,toby_jug
lash-up,temporary_hookup
homeotic_gene,homeobox_gene
line,crisscross
bone-headed_dinosaur,pachycephalosaurus
plus,resource
football_official,side_judge
sporting_man,edwardian
child's_game,tiddlywinks
business_firm,auction_house
municipal_bond,utility_bond
commercial_bank,national_bank
bore,shot_hole
pocket_knife,switchblade
primer,hornbook
support,see_through
stem_cell,hematopoeitic_stem_cell
inertia,moment_of_inertia
smart_bomb,lgb
greek_monetary_unit,lepton
dung_beetle,dorbeetle
restoration,rejuvenation
porc,pigs'_knuckles
bound_morpheme,combining_form
hairpin,bodkin
integrity,probity
canvas,wall_tent
mediation,matchmaking
caladenia,caladenia_cairnsiana
strainer,tea-strainer
change_of_shape,broadening
privation,starvation
printmaking,serigraphy
depth,back_of_beyond
group_action,ethnic_cleansing
moustache,walrus_mustache
theist,polytheist
contract,stipulate
lever,tire_iron
musical_perception,tonal_pattern
infidelity,disloyalty
magistrate,stipendiary_magistrate
renal_failure,chronic_kidney_failure
opener,latchstring
macao_monetary_unit,avo
skin_flick,peepshow
milkwort,gand_flower
fig_marigold,mesembryanthemum_crystallinum
blue,union_army
blocker,labetalol
calamint,satureja_nepeta
meal,pinole
arch,tudor_arch
opening,wicket
maturity,post-maturity
public_relations_person,spinmeister
neutropenia,cyclic_neutropenia
supporting_tower,trestle
bovid,spindle_horn
stand,repulsion
addition,fluoridization
heat,steam-heat
italian,tuscan
pledge,hypothecate
purchase_order,mail_order
typesetting_machine,monotype
mushroom_pimple,green_mushroom_pimple
case,welfare_case
interstellar_space,interstellar_medium
phytoplankton,diatom
pennycress,fanweed
crack,chink
directional_microphone,cardioid_microphone
devil_worshiper,diabolist
parabolic_reflector,parabolic_mirror
electrostatic_printer,laser_printer
referent,designatum
sahib,memsahib
radicalism,jacobinism
lorchel,gyromitra_brunnea
lobe,major_lobe
beads,peag
bird_family,pelecanoididae
prism,erecting_prism
jump_ball,tap-off
implied_trust,resulting_trust
accounting,current_account
zambian_monetary_unit,ngwee
otology,audiology
fleabane,showy_daisy
layer,hypodermis
vertebra,caudal_vertebra
remains,archeological_remains
strap,hopple
stock_option,put_option
logbook,bell_book
freight_car,refrigerator_car
damage,smash_up
pure_imaginary_number,imaginary_part
monitor,electronic_fetal_monitor
lineament,jowl
believing,doublethink
levy,tithe
echinoderm_family,holothuridae
memory_chip,read-only_memory_chip
injection,epidural_injection
pyrometer,resistance_pyrometer
adder's_tongue_fern,ribbon_fern
child's_play,fireman
scheme,incentive_program
juniper,drooping_juniper
pool_ball,eight_ball
hardware,upgrade
irish_person,dubliner
light_meter,cytophotometer
succulent,stone_mimicry_plant
complaint,libel
wisdom,knowledgeableness
otter,eurasian_otter
flock,wisp
leverage,bargaining_chip
source_language,query_language
wood_fern,dryopteris_oreades
amerindian,arawak
jug,whiskey_jug
potassium_carbonate,pearl_ash
economic_geology,mining_geology
infliction,reimposition
governing_board,board_of_trustees
electronics,thermionics
stew,slumgullion
dynamical_system,chaos
monoxide,carbon_monoxide
radiant_flux,luminous_flux
slav,cossack
custard,bavarian_cream
witch,warlock
haloform,tri-iodomethane
isinglass,zinnwaldite
sago,pearl_sago
equipment,test_equipment
fullerene,carbon_nanotube
audiotape,digital_audiotape
storage,fragmentation
fibrillation,ventricular_fibrillation
plant_order,isoetales
drift,snowdrift
identity_verification,voiceprint
estuary,firth
dullness,dimness
roll_call,attendance_check
granuloma,gumma
support_column,lally_column
flowering_quince,japanese_quince
grebe,podilymbus_podiceps
cyme,scorpioid_cyme
phoneme,allophone
mongolian_monetary_unit,mongo
workbox,sewing_basket
disguise,masquerade_costume
semidarkness,obscureness
criminal_court,old_bailey
firm_omelet,western_omelet
sewing_machine,serger
boss,drug_baron
simplification,simplism
hike,backpack
coward,vacillator
insect,queen
equipment_failure,outage
caryophylloid_dicot_genus,genus_talinum
epicondylitis,tennis_elbow
abatement_of_a_nuisance,asbestos_abatement
suppresser,surge_protector
psocopterous_insect,psocid
gesture,beau_geste
elapsed_time,rtlt
lambskin,persian_lamb
silk,sarcenet
cumfrey,common_comfrey
concretism,shape
chordate_family,family_doliolidae
civil_engineer,highway_engineer
skating,speed_skating
written_record,worksheet
scotoma,scintillating_scotoma
inlay,damascene
bindweed,wild_morning-glory
shield_fern,soft_shield_fern
pole_bean,runner_bean
gaillardia,blanket_flower
algebra,matrix_algebra
acanthus,bear's_breeches
quarter_day,pentecost
granulation_tissue,proud_flesh
countermeasure,countermine
malachite,azurite
socialist,left-winger
whetstone,oilstone
machinery,enginery
brodiaea,elegant_brodiaea
glucocorticoid,liquid_pred
cocktail,shrimp_cocktail
counsel_to_the_crown,queen's_counsel
cross-stitch,half_cross_stitch
rifleman,carabinier
silver_ash,bunji-bunji
new_zealand_wren,acanthisitta_chloris
liability,weak_point
chromaesthesia,colored_hearing
hindlimb,hind_leg
fruit,schizocarp
palsy,quadriplegia
regulation,speed_limit
flower_cluster,thyrse
hypobetalipoproteinemia,abetalipoproteinemia
vena_cerebri,superior_cerebral_vein
ion,anion
foreign_office,french_foreign_office
written_word,trigram
lemur,avahi_laniger
shaking,jiggle
fieldmouse,apodemus_sylvaticus
bulletin,information_bulletin
hominid,sivapithecus
osco-umbrian,sabellian
heteropterous_insect,cotton_stainer
stopper_knot,matthew_walker
cartoonist,lampoon_artist
fat-soluble_vitamin,cholecalciferol
morphology,compound_morphology
deletion,expunging
polish,simoniz
cube,goldbrick
luminous_flux_unit,lm
alaskan,alaskan_native
lawn_mower,hand_mower
spectrograph,sound_spectrograph
assembly_plant,maquiladora
exteroception,touch_modality
language_learning,audio_lingual_acquisition
hamster,mesocricetus_auratus
falls,cascade
moderation,abstemiousness
massager,masseuse
landlord,landlady
russian_monetary_unit,kopeck
expense,travel_expense
frigate,guided_missile_frigate
noodle,egg_noodle
preseason,spring_training
name,smear_word
dhegiha,quapaw
silversides,jacksmelt
nasality,nasal_twang
water-cooled_reactor,pwr
false_truffle,truncocolumella_citrina
contribution,alms
sewer,tucker
dyspnoea,breathlessness
pyrola,wild_lily_of_the_valley
reception_room,withdrawing_room
wine_bottle,nebuchadnezzar
amaranth,amaranthus_hypochondriacus
tennis,royal_tennis
unfriendliness,inhospitableness
doctor_of_philosophy,dphil
lace,point_lace
chadic_language,masa
fishing_line,spiller
issue,come_out
bloodletting,cupping
agitation,worrying
hash,corned_beef_hash
botfly,sheep_gadfly
mongol,kalka
schoolhouse,day_school
nutlet,pyrene
concertina,bandoneon
wheel,troll
classifying_adjective,pertainym
handling,dealing
ketosteroid,cortisone
basil,sweet_basil
mucopolysaccharide,hyaluronic_acid
hoarder,penny_pincher
low_latin,medieval_latin
deal,misdeal
waitress,bunny_girl
hagfish,myxinikela_siroka
gambling,sporting_life
web,webbing
set,citify
rate_of_return,roi
oppositeness,antagonism
vanilla,vanilla_planifolia
hummingbird,thornbill
obstruent,affricative
stratus,altostratus_cloud
tabular_array,periodic_table
sailor,yachtswoman
riser,early_bird
oyster,bluepoint
crocodilian_reptile,gavial
everlasting_pea,narrow-leaved_everlasting_pea
object,raise_hell
picornavirus,rhinovirus
marching,routemarch
theism,pantheism
enquiry,inquest
globulin,transferrin
emperor,romanoff
chess_move,gambit
relic,archeological_remains
disease,filariasis
thunder,thunderclap
childbearing,natural_childbirth
rhomboid_muscle,rhomboid_minor_muscle
skewer,spit
skate,rollerblade
savings_account,passbook_savings_account
antiphon,gradual
shale,oil_shale
machine_tool,drill_press
importation,smuggling
presiding_officer,speaker
beaver,new_world_beaver
refugee,dp
moss,sphagnum
manhattan,rob_roy
mealy_bug,citrus_mealybug
marmot,rockchuck
omission,elision
aircraft_landing,instrument_landing
tungusic,manchu
girl_scout,brownie
photocopy,photostat
surprise_attack,pre-emptive_strike
robotics,telerobotics
knit,intertwine
counterfire,countermortar_fire
follicle,graafian_follicle
whalebone_whale,gray_whale
aconite,wolfsbane
niger-kordofanian,kordofanian
valuator,valuer
squeeze_play,safety_squeeze_play
smuggling,gunrunning
instinct,id
conservative,neocon
running,administrivia
resource,inner_resource
nelson,half_nelson
skiing_race,slalom
headship,headmistressship
diner,dining_companion
moroccan_monetary_unit,dirham
skye_terrier,clydesdale_terrier
subkingdom,metazoa
budget_deficit,federal_deficit
excrescence,vegetation
sampling_frequency,nyquist_frequency
acolyte,thurifer
matchweed,gutierrezia_texana
chestnut_oak,quercus_prinoides
coil,tickler_coil
lamellicorn_beetle,stag_beetle
expansion,extension
glaciation,wolstonian_glaciation
myrtle,myrtus_communis
personal_manner,foppishness
scalar_matrix,identity_matrix
foetus,baby
pondweed,zannichellia_palustris
tense,future_tense
order,contemporize
waterfront,dockyard
fresh_bean,wax_bean
combtooth_blenny,scartella_cristata
smooth_dogfish,reef_whitetip_shark
back,back_out
atmospheric_phenomenon,afterglow
discharge,flow_off
span,attention_span
fissure,hilum
whole,aggregate
change_of_location,translation
data_converter,analog-digital_converter
commissure,corpus_callosum
keyboard_instrument,synthesiser
expedient,last_resort
hardening,annealing
compatibility,accord
panamanian_monetary_unit,balboa
gothic_arch,lancet_arch
measurer,photometrician
gadfly,horse_fly
elder,presbyter
folder,matchbook
alignment,toe-in
hebrew,modern_hebrew
greek_deity,rhadamanthus
welcome,glad_hand
brythonic,breton
sinew,tendon_of_achilles
scops_owl,otus_sunia
pinnate_leaf,odd-pinnate_leaf
practicality,sensibleness
hilt,basket_hilt
etching,aquatint
nguni,zulu
micro-organism,microflora
tree_shrew,pentail
purine,guanine
arteria_maxillaris,internal_maxillary_artery
shrinking_violet,wallflower
antelope,adenota_vardoni
plethysmograph,digital_plethysmograph
lookout,meteorological_observation_post
albuminoid,ceratin
computer_file,read-only_file
thickness,soupiness
tocharian,kuchean
persimmon_tree,diospyros_lotus
bush_pea,carolina_lupine
halitus,halitosis
pot_roast,bottom_round
sunniness,cloudlessness
listing,wish_list
craps,crap_shooting
foreign_legion,french_foreign_legion
gum,tragacanth
flux_unit,weber
refraction,double_refraction
bozo,sod
ethiopian,eritrean
raphe,palatine_raphe
gazania,gazania_rigens
somalian_monetary_unit,shilling
palpation,ballottement
debasement,vulgarization
visual_cell,cone_cell
lexicologist,synonymist
bladder_fern,bulblet_bladder_fern
albanian_monetary_unit,qindarka
military_censorship,prisoner_of_war_censorship
plant_family,family_pedaliaceae
dominican_monetary_unit,peso
spittle_insect,aphrophora_saratogensis
protease,renin
afters,zabaglione
acrylic,orlon
diplomatic_mission,legation
intruder,squatter
design,make_up
amobarbital,amytal
scale_insect,cochineal_insect
fascist,fascista
casino,spade_casino
smiler,smirker
germander,wood_sage
editorial_department,sports_desk
overthrow,subversion
coccobacillus,brucella
patina,verdigris
table_wine,vin_ordinaire
tree_cricket,snowy_tree_cricket
oscine,tanager
whip,urticate
angle_of_incidence,critical_angle
cankerworm,fall_cankerworm
controlled_substance,opium
ocean_liner,luxury_liner
ballplayer,utility_man
bite,nibble
cricket_frog,acris_gryllus
military_intelligence_agency,dia
priest,vicar
athletic_game,water_polo
atomic_number_26,structural_iron
lichen,iceland_moss
viola,johnny-jump-up
magnoliid_dicot_family,winter's_bark_family
dryness,xerostomia
bench_press,incline_bench_press
intensive_care_unit,nicu
eel,conger
central_gyrus,postcentral_gyrus
digger_wasp,sphecius_speciosis
grunt,orthopristis_chrysopterus
granule,plastid
coach,tennis_coach
caring,warmth
cut,water_down
fuchsia,konini
liliaceous_plant,false_lily_of_the_valley
depositor,withdrawer
formal_logic,fuzzy_logic
histamine_blocker,zantac
incompleteness,sketchiness
pessimist,negativist
unit,one
protective_tariff,anti-dumping_duty
social_process,urbanisation
bittern,least_bittern
bronchodilator,ephedrine
virus,slow_virus
beauty_treatment,facial
collision,pileup
clerk,timekeeper
delayer,temporizer
time,mistime
nastiness,beastliness
toy_spaniel,papillon
chinese,mandarin
letter_of_intent,investment_letter
praise,recommend
green_bean,haricot
pulp,wood_pulp
receptor,beta-adrenoceptor
bottle,whiskey_bottle
skin_cell,prickle_cell
drinking_water,mineral_water
playoff,world_series
futures_contract,stock-index_futures
medication,antipyresis
band,withe
intercommunication,intercourse
phantasy_world,paracosm
picturing,photography
ageing,catabiosis
polish_monetary_unit,grosz
corundum,ruby
cytology,cytogenetics
hexose,aldohexose
message,packet
edible_seed,cumin
retirement,rustication
palmate_leaf,pedate_leaf
baseball_season,triple-crown_season
omega-3_fatty_acid,eicosapentaenoic_acid
shaving,tonsure
biological_science,sociobiology
instruction,system_command
algebraic_language,fortran
free_trade,nafta
rhododendron,azalea
holly_fern,polystichum_scopulinum
emanation,venting
molecule,ethylenediaminetetraacetic_acid
nigella,black_caraway
kamarupan,abor
osteoporosis,dowager's_hump
upright,stile
beauty,good_looks
jungle,concrete_jungle
cord,power_cord
free_love,fornication
backfire,backblast
spinal_curvature,dowager's_hump
soft_rot,leak
setter,gordon_setter
dining-room_furniture,dining-room_table
courier,runner
government,totalitarian_state
african,zulu
flower_chain,festoon
torturing,dismemberment
corn_salad,common_corn_salad
drinking_vessel,tankard
periodontal_disease,ulatrophia
liquid,tuberculin
composer,symphonist
wild_pea,lalthyrus_tingitanus
coefficient,dynamic_viscosity
compressed_air,air_cushion
ash_tree,fraxinus_velutina
whipping,overcasting
antiquity,stele
genetic_code,triplet_code
working_capital,seed_money
general_officer,major-general
grace,thalia
pillar_of_islam,hadj
parachute,parasail
uruguayan_monetary_unit,peso
dasyure,dasyurus_viverrinus
mass_unit,slug
great_circle,vertical_circle
pica,geophagy
psychotherapy,self-analysis
ballet_dancer,danseur_noble
parasite,ectoparasite
pleading,surrejoinder
aerosol,haze
graphic_symbol,stenograph
holster,shoulder_holster
hare's-foot_fern,davallia_pyxidata
salad_green,salad_burnet
multiple,lcm
arcanum,cabala
cymbal,zill
hyperlipoproteinemia,hyperbetalipoproteinemia
understandability,coherency
practical_joke,snipe_hunt
civil_law,common_law
austrian_monetary_unit,groschen
salmon,kippered_salmon
neology,portmanteau
rig,lateen-rig
arsonist,barnburner
salsify,black_salsify
coverall,boilersuit
heating_oil,gas_oil
sight_setting,zero
cyclone,typhoon
golden_thistle,spanish_oyster_plant
step-up_transformer,cascade_transformer
saint_anthony's_fire,erysipelas
temporal_relation,asynchrony
science_fiction,cyberpunk
brass,guinea_gold
corporate_investor,raider
sacredness,holy_of_holies
eczema,lichtenoid_eczema
grandparent,grandad
national_trading_policy,open_door
slight,silent_treatment
bolete,boletellus_russellii
mass,faecalith
kinsman,uncle
sledder,tobogganist
fracas,batrachomyomachia
hot_cereal,frumenty
pocket_mouse,liomys_irroratus
nail,tenpenny_nail
language_system,tense_system
distance,hour_angle
face,reface
pressure_unit,barye
insignificance,inconsequence
auxiliary_verb,modal_auxiliary_verb
tuberous_begonia,begonia_tuberhybrida
repetition,symploce
nipponese,shogun
belarusian_monetary_unit,kapeika
shove,bundling
garden_plant,bedding_plant
high-angle_gun,howitzer
collapsible_shelter,umbrella_tent
applied_mathematics,theory_of_probability
medical_institution,extended_care_facility
resemblance,mutual_resemblance
aria,arietta
water,flush
serenade,charivari
citizenry,governed
armenian_monetary_unit,lumma
uncle,great-uncle
heaven,valhalla
omani_monetary_unit,baisa
careerist,career_man
camel,camelus_bactrianus
allamanda,allamanda_cathartica
freewoman,freedwoman
latin,neo-latin
contact_dermatitis,bubble_gum_dermatitis
arthropod_genus,genus_loxostege
beater,eggbeater
ideological_barrier,colour_bar
half,last_half
representational_process,anthropomorphism
adenoma,lymphadenoma
electrical_phenomenon,electrical_disturbance
caliper,vernier_caliper
godwit,limosa_haemastica
heat_ray,infrared_ray
thaumaturgy,white_magic
star_divination,horoscopy
mythology,norse_mythology
colon,sigmoid_flexure
krill,euphausia_pacifica
year,sidereal_year
net,volleyball_net
embarrassment,abashment
shadow,penumbra
comedy,slapstick
linguistics,prescriptive_linguistics
amphibious_operation,amphibious_assault
badger,hog_badger
protestant_denomination,assemblies_of_god
time_scale,fast_time_scale
lesotho_monetary_unit,sente
direction,northwest
will,entail
cracker,graham_cracker
magnet,solenoid
nomad,scythian
future,wheat_future
one-step,turkey_trot
work_unit,kilogram-meter
rake,enfilade
chemical_phenomenon,valency
angling,trolling
fur_coat,sable_coat
muslin,organdie
greco-roman_deity,leto
road_test,test_drive
litter,palanquin
sexual_conquest,cuckoldry
bladder_disorder,spastic_bladder
leather_strip,thong
difficulty,niceness
bigot,segregationist
kurd,peshmerga
belgian,walloon
modality,diathermy
regeneration,morphallaxis
motor,stepper
square_measure,column_inch
arteria_coronaria,left_coronary_artery
phlebitis,thrombophlebitis
reverence,curtsy
bedstraw,false_baby's_breath
secret,trade_secret
thought,mainstream
surgical_contraception,vasectomy
semantic_relation,troponymy
restatement,mythologisation
quantifier,universal_quantifier
cattail,narrow-leaved_reedmace
phosphoprotein,casein
consumer,snuff_user
leafhopper,jassid
barrage_balloon,kite_balloon
osteitis,osteomyelitis
federal_government,united_states
angularity,triangularity
chlamydia,chlamydia_trachomatis
numerical_quantity,voter_turnout
toe,little_toe
abrasive_material,sandpaper
processing,vulcanization
government_agent,t-man
condition,recondition
grandmaster,international_grandmaster
friend,schoolfriend
oven,tandoor
urethritis,nsu
survival,holdover
monocyte,monoblast
enforcement,law_enforcement
clause,relative_clause
journalism,newspapering
fortified_wine,muscatel
appropriator,preemptor
associate,teammate
homogeneous_polynomial,quantic
political_movement,terrorist_group
traffic_lane,slow_lane
champaign,tundra
sodium_hypochlorite,javel_water
bulb,bulbil
shellfish,langouste
extortion,shakedown
pleochroism,trichroism
amplitude,noise_level
wakefulness,vigil
geophysicist,seismologist
filefish,leatherjacket
beam_balance,analytical_balance
nut_tree,pistachio
accentor,hedge_sparrow
trot,sitting_trot
hamamelid_dicot_genus,populus
declamation,raving
agave,nolina_microcarpa
metathesis,double_replacement_reaction
experimental_procedure,double-blind_procedure
photography,scanning
bolivian_monetary_unit,boliviano
alkalosis,respiratory_alkalosis
australian_stilt,banded_stilt
calorimeter,bomb_calorimeter
taskmaster,taskmistress
hornet,yellow_hornet
toecap,wing_tip
vowel_sound,thematic_vowel
modem,acoustic_modem
cognitive_scientist,cognitive_neuroscientist
defect,myelatelia
cocked_hat,tricorn
opportunist,timeserver
containerful,tubful
deficiency_disease,zinc_deficiency
proton,hydrogen_ion
side,hand
starfish_flower,stapelias_asterias
candied_citrus_peel,orange_peel
safety,invulnerability
benzoate,sodium_benzoate
tannin,catechin
conjunction,adversative_conjunction
polemonium,skunk-weed
mouse,nude_mouse
lilac,syringa_vulgaris
large_indefinite_amount,rafts
hand_tool,wire_stripper
cream,whipping_cream
cox-2_inhibitor,valdecoxib
football,association_football
saturated_fatty_acid,octadecanoic_acid
counter,reception_desk
instrument_of_execution,stake
cypress,mediterranean_cypress
ancient_greek,doric_dialect
myoma,rhabdomyoma
solid_solution,martensite
sublimate,resublime
sole,trinectes_maculatus
demagoguery,jingoism
arc,rainbow
biochemistry,zymurgy
lightness,airiness
almond_tree,flowering_almond
sensitivity,perceptiveness
bonnet,sunbonnet
yoga,hatha_yoga
magnetic_recorder,wire_recorder
cassette,videocassette
reader,mcguffey_eclectic_readers
ceremony,presentation
radiobiologist,louis_harold_gray
kalmia,lambkill
drunk,drunk-and-disorderly
misplaced_modifier,dangling_participle
cutter,glass_cutter
silk_oak,grevillea_robusta
grounds,coffee_grounds
meander,oxbow
fencing_sword,sabre
scientific_instrument,telemeter
brown_sugar,demerara
metabolic_disorder,lysine_intolerance
partner,sleeping_partner
brim,snap_brim
astrophysics,cosmology
bearing,thrust_bearing
recitative,arioso
singing_voice,mezzo
flavivirus,west_nile_encephalitis_virus
friedcake,fritter
honduran_monetary_unit,lempira
creation,remaking
loungewear,lounging_pyjama
